Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
La 1.85 Sr 0.15 Cu 0.971 Ni 0.029 O 4,{},11.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Os B 2,{},2.22,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.65 Pr 0.35 Ba Ca Cu 3 O 7,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.95 Ga 0.05 O 6.69,{},88.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.916 Pr 0.084 Tl,{},7.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 Ba 4 Cu 7 O 14.33,{},22.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.46 Zr N Cl,{},15.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Na,{},2.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.6 Sr 0.4 Cu 3 O 6.8,{},88.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 16 Ir S 15,{},4.08,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 0.5 Fe 0.5 Ti,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 2 Cu 2.75 Co 0.25 O 7.03,{},76.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.875 Sn 0.125,{},0.33,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 25 Nb 75,{},17.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 1.2 Th 0.8 C 2.9,{},15.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb Sn Ta 2,{},10.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.95 Re 0.02,{},0.112,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.75 Nd 0.1 Sr 0.15 Cu O 4,{},31.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.8 Pb 0.3 Sr 2 Ca 2 Cu 3 O 10,{},108.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.2 Pb 0.4 La 1.2 Sr 1.3 Cu 1.9 O 5.78,{},75.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir Mo 3 Nb 3 Pt,{},6.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.9 Re 0.1 C,{},13.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.78 K 0.22 Fe 2 As 2,{},23.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.25 Ca 0.5 Ba 1.25 Cu 3 O 7.137,{},79.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Sn 0.95 Ge 0.05,{},18.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Ga 1.3 Si 0.7,{},3.52,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 0.15 W 0.85,{},2.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.6 Pr 0.4 Ba 2 Cu 3 O 7,{},56.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.801 Fe 1.602 Se 2,{},32.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Fe As 0.7 P 0.3 O,{},4.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.92 Tm 0.08 Sn 3,{},5.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.72 Sr 0.28 Cu O 4,{},4.98,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.6 Ca 1.2 Nd 0.2 Cu 2 O 8.26,{},86.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 10.5 Ir 19 B 17.1,{},4.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sb 0.04 Sn 0.96,{},3.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li Hf 0.45 Zr 0.55 N Br,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.3 Ba 1.5 Ca 0.2 Cu 3 O 6.72,{},48.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.837 Sr 0.162 Cu O 4,{},36.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.952 Gd 0.048 In,{},3.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.95 Pd 0.05,{},0.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
N 0.85 Nb 0.66 Ti 0.34,{},17.61,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co In 4.875 Zn 0.125,{},2.14,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 0.7 N 0.3 Sr 2 Cu O 5.35,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.5 Zn 0.5 Ir 2 S 4,{},2.195,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 3 Re 7,{},3.19,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.55 Ca 0.15 Nd 0.3 Cu O 4,{},28.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.25 Ta 0.75 C,{},9.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.3 La 0.7 Ba 2 Cu 3 O 6.98,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.108 V 0.892,{},1.82,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.14 Zr N Cl,{},15.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Y Ru 0.92 Cu 0.08 O 6,{},17.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 80 Ga 17.5 Cr 2.5,{},12.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ni Si,{},1.23,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 2 Ba 4 Cu 7 O 14.3,{},21.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd Ba 2 Cu 2.7 Fe 0.3 O 6.9,{},41.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th In 2.25 Sn 0.75,{},0.21,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho 0.95 Ca 0.05 Ba 2 Cu 4 O 8,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Pt 2 W 3,{},1.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 3 Co Ru 3 Sn 13,{},5.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy Ba 2 Cu 2.96 Zn 0.04 O 6.9,{},70.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.05 Rh 0.04 Ti 0.91,{},3.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 1.8 Bi 0.2 C 2.9,{},9.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.918 Co 0.044 Cu 0.038 As 2,{},8.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al Cu,{},3.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 0.1 La 1.89 Sr 0.11 Cu 0.995 Fe 0.005 O 4,{},14.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.99 Co 0.01 Se 0.3 Te 0.7,{},13.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.65 Fe 1.93 Se 1.6 S 0.4,{},32.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.3 Ba 1.5 Ca 0.2 Cu 3 O 6.7,{},20.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Rh Al,{},0.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.7 Pb 0.3 Sr 2 Ca 0.7 Y 0.3 Cu 2 O 8.25,{},71.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.875 Ba 0.075 Sr 0.05 Cu O 4,{},8.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 5.6 Ru 0.4 Se 8,{},5.69,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.76 Pr 0.24 Fe As 0.9 Sb 0.1,{},43.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.06 Ti 2 Se 2,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 Ba 4 Cu 7 O 14.04,{},36.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cs 0.1 Li 0.05 W O 2.85 F 0.15,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.8 Mo 0.2 Ba 2 Ca 2 Cu 3 O 8.4,{},131.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 2.9 Ba 4.9 Si 46,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Sc 4 Ir 4 Si 10,{},7.655,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Cu O 4.017,{},34.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.6 La 0.4 Fe As F,{},27.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn Te,{},0.1005,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 10 Pt 4.3 Fe 9.7 As 18,{},33.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.3 Sm 0.7 Cu O 6.405,{},8.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 5 Mo 1.69 Zr 0.31,{},11.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.64 K 0.34 Fe 2 As 2,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Hf 0.7 Nb 0.3,{},6.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 Pd Ge 2.5 Si 0.5,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.97 Ca 0.03 Ba 2 Cu 4 O 8,{},81.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 1.45 La 0.5 Th 0.5,{},14.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Sr 0.95 Nd 0.05 Cu O Y,{},8.01,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe As 0.7 P 0.3 F 0.1 O 0.9,{},29.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 0.67 Nd 0.33 Ru 2,{},1.51,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.7 Pr 0.3 Ba 2 Cu 3 O 6.98,{},57.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.25 Na 0.75 Fe 2 As 2,{},33.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr 0.5 Hf 0.5 V 2,{},10.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 32 Zr 68,{},2.24,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.93 Pt 0.17,{},2.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 1.15 Ba 1.85 Cu 3 O 6.99,{},48.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Ba 0.3 Sr 0.7 La Cu O 5.11,{},25.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo Ru,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 22 Zr 78,{},3.73,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.64 Na 0.36 Fe 2 As 2,{},31.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.3 Sm 0.7 Bi S 2 F 0.5 O 0.5,{},5.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al Ce 0.017 La 3,{},1.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.7 Gd 0.3 Ba 2 Ca 0.6 Cu 4.6 O 10.9,{},64.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.95 Sr 1.65 La 0.4 Cu O 6.311,{},35.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.7 Cu O 4,{},30.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.99 Gd 0.01 Rh 4 B 4,{},10.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 Pd 0.3 Pt 0.7 Ge 3,{},2.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba Ca Cu 3 O 6.856,{},66.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 La 0.1 Cu 3 O 6.92,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.43 Rh 0.52 Te 2,{},2.82,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 15 Zr 85,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
N 0.48 Nb,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 0.3 V 0.7,{},14.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.987 Mo 0.013,{},0.107,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 23 Zr 77,{},2.84,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 2.49 Mn 0.42 Si,{},8.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 25 V 5 Ti 70,{},7.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg C Ni 2.995 Fe 0.005,{},6.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt 2 Y 8,{},0.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.685 Nd 0.2 Sr 0.115 Cu O 4,{},11.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 0.76 V 0.24,{},4.382,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.2 Si 0.05 Zr 0.75,{},6.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.4 Tb 0.6 Ni 2 B 2 C,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 0.8 Ca 0.2 Ba 2 Cu 2.8 Zn 0.2 O 6.87,{},45.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta Se 0.8 Te 1.2,{},1.165,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.8 Zr 0.2 Bi S 2 O,{},1.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.94 Zn 0.06 O 6.83,{},55.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.56 La 0.44 Cu O 6,{},33.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Sr 2 Cu 2.85 Re 0.15 O 7.1,{},73.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 0.49 Sb 0.51,{},1.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb S Yb S,{},6.39,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe 0.9 Ru 0.1 As F 0.11 O 0.89,{},38.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Cu O 4.081,{},98.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.82 Fe 0.18 O 7,{},74.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu Rh 1.78 Sn 0.22 Se 4,{},1.92,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.5 Ti 0.5,{},10.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.098 Pd 0.02 Ga 2,{},1.51,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U Ru 1.99 Re 0.01 Si 2,{},0.23,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co 0.5 Ir 0.5 In 5,{},0.64,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn Ta 3,{},6.6925,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Ba 2 Ca 0.8 Nd 0.2 Cu 2 O 6.86,{},100.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.52 Nd 0.4 Ba 0.08 Cu O 4,{},11.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.8 Mo 0.2 Sr 2 Y Cu 2 O 7.3,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.02 La 0.98,{},2.58,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Cu 2 Si 1.88 Ge 0.12,{},0.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 C 2 Br 2,{},7.03,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.85 Th 0.15 Cu O 4,{},22.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.825 Sr 0.175 Cu 0.99 Ru 0.01 O 4,{},29.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.6 K 0.4 Bi 0.925 Pr 0.075 O 3,{},4.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ni 1.97 Co 0.06 B 2 C,{},6.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.85 Pr 0.15 Cu 2 O 8,{},68.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ru 0.3 Co 1.7,{},0.27,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 2 F,{},0.066,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 7 Ni 3,{},2.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.885 Sn 0.115,{},0.21,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 2 Ba 2 Ca 2 Cu 3 O 9.877,{},111.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.9 Rb 0.1 Fe 2 As 2,{},23.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.5 Pb 0.5,{},8.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Sb,{},3.025,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Cd 0.6 Ba 2 Cu 3 O 7,{},91.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 Rb 0.1 Cu 3 O 6.52,{},93.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 F 0.76 O 6,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.697 Mn 0.303 O 6.9,{},63.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 1.6 Sr 0.4 Yb 0.65 Ca 0.35 Cu 3 O 6.15,{},49.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.95 Li 0.05 O 4,{},27.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.97 Ti 0.03 Sr 2 Gd Cu 2 O 8,{},40.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In Pb,{},3.675,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 0.247 V 0.753,{},13.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cs 0.8 Fe 1.7 Se 2,{},29.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Cu O 4.022,{},42.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.95 Fe 0.05 B 2,{},29.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.25 Ba 1.75 Cu 3 O 6.99,{},52.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Fe 1.72 Zn 0.08 Co 0.2 As 2,{},9.41,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 0.057 Si 0.943,{},0.34,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Os,{},0.663333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.65 Ba 0.35 Cu O 4,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.3 Lu 0.7 Ir 4 B 4,{},2.98,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tc 0.6 V 0.4,{},4.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 0.013 V 0.987,{},12.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.81 Sm 0.06 Sr 0.13 Fe As O,{},18.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 2 Pd 2.7 Ni 0.3 B,{},7.233333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.67 Nb 2 S 2 C,{},4.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Cu 0.25 Si 1.7,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr N Cl 0.7,{},13.16666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.68 Na 0.32 Fe 2 As 2,{},23.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.07 La 0.93 Pt 3 Fe 10 As 18,{},22.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ba 2 Cu 2.94 Zn 0.06 O 6.92,{},69.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 98.68 O 1.32,{},7.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Os,{},0.650333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ni 0.8 Bi 2.03,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.003 La 0.997,{},3.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba 1.5 Ca 0.5 Cu 3 O 6.96,{},79.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.84 Ba 0.16 Cu 0.99 Ga 0.01 O 4,{},8.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 2 As 2 Ca 5 Mg 0.8 Ti 3.2 O 9.8,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca Cu 2 I 0.86 O 8.242,{},55.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.2 B 5 Mo 1.8,{},5.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.15 Te 0.85,{},1.64,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
S,{},13.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.02 Re 0.98,{},1.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 2 Sr 2 Y 0.5 Ca 0.5 Cu 3 F 1.003 O 7.261,{},73.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.39 Mg 0.61,{},1.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.997 Fe 0.003 O 4,{},33.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Re B C,{},6.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 23 Zr 77,{},3.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 0.76 V 0.24,{},4.52,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho Rh 0.8 Ir 3.2 B 4,{},1.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr 1.1 La 0.9 Cu O 5.12,{},31.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
